ID,Name,InChI,InChIKey,SMILES,Solubility,SD,Ocurrences,Group,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
A-909,"6,10-dimethylundeca-5,9-dien-2-one","InChI=1S/C13H22O/c1-11(2)7-5-8-12(3)9-6-10-13(4)14/h7,9H,5-6,8,10H2,1-4H3/b12-9+",HNZUNIKWNYHEJJ-FMIVXFBMSA-N,CC(C)=CCC\C(C)=C\CCC(C)=O,-3.69744842490,0.32164394925,2,G3,194.31800,4.04830,62.33700,14,1,0,1,6,80,0,0,0,0,17.07,87.90087243626,3.67044852713,229.62011791631
A-914,prop-2-en-1-yl hexanoate,"InChI=1S/C9H16O2/c1-3-5-6-7-9(10)11-8-4-2/h4H,2-3,5-8H2,1H3",RCSBILYQLVXLJG-UHFFFAOYSA-N,CCCCCC(=O)OCC=C,-2.61055175940,0.15546313974,3,G5,156.22500,2.29590,45.29800,11,2,0,2,6,64,0,0,0,0,26.30,68.24425224037,3.15100835294,118.73114066029
A-916,"sodium 2-amino-4,6-dinitrophenolate","InChI=1S/C6H5N3O5.Na/c7-4-1-3(8(11)12)2-5(6(4)10)9(13)14;/h1-2,10H,7H2;/q;+1/p-1",UENNEPPWFZYINW-UHFFFAOYSA-M,[Na+].Nc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O,-1.76481300290,0.00000000000,1,G1,221.10400,-2.83720,43.60920,15,6,1,9,2,74,1,0,0,1,135.36,105.28487863642,0.00000196000,421.47354774356
A-917,4-chloro-1-(4-fluorophenyl)butan-1-one,"InChI=1S/C10H10ClFO/c11-7-1-2-10(13)8-3-5-9(12)6-4-8/h3-6H,1-2,7H2",HXAOUYGZEOZTJO-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCCl,-2.72263392250,0.00000000000,1,G1,200.64000,3.02740,50.68450,13,1,0,3,4,70,1,0,0,1,17.07,81.52149530694,2.61117125064,281.48114931490
A-922,tri(propan-2-yl)silyl prop-2-enoate,"InChI=1S/C12H24O2Si/c1-8-12(13)14-15(9(2)3,10(4)5)11(6)7/h8-11H,1H2,2-7H3",PQSIXYSSKXAOFE-UHFFFAOYSA-N,CC(C)[Si](OC(=O)C=C)(C(C)C)C(C)C,-4.94373796310,0.00000000000,1,G1,228.40800,3.89110,67.33700,15,2,0,3,5,88,0,0,0,0,26.30,94.84339435784,5.13252235182,210.00218090339
A-924,diisopropyl succinate,"InChI=1S/C10H18O4/c1-7(2)13-9(11)5-6-10(12)14-8(3)4/h7-8H,5-6H2,1-4H3",YPLYFEUBZLLLIY-UHFFFAOYSA-N,CC(C)OC(=O)CCC(=O)OC(C)C,-1.72931684620,0.00000000000,1,G1,202.25000,1.66980,51.69000,14,4,0,4,5,82,0,0,0,0,52.60,84.57386471650,3.61395224599,174.29867917997
A-926,strontium(2+) ion 3-hydroxy-4-[(E)-2-(4-methyl-2-sulfonatophenyl)diazen-1-yl]naphthalene-2-carboxylate,"InChI=1S/C18H14N2O6S.Sr/c1-10-6-7-14(15(8-10)27(24,25)26)19-20-16-12-5-3-2-4-11(12)9-13(17(16)21)18(22)23;/h2-9,19H,1H3,(H,22,23)(H,24,25,26);/q;+2/p-2/b20-16-;",XUCZYOLXABAZRV-LRZQPWDCSA-L,[Sr++].Cc1ccc(N\N=C\2C(=O)C(=Cc3ccccc23)C([O-])=O)c(c1)[S]([O-])(=O)=O,-4.10573015320,0.00000000000,1,G1,471.98900,0.05052,99.48890,28,8,1,10,4,138,2,0,1,3,138.79,197.53194626305,0.00000280333,1138.51487454637
A-927,"8-[(4-aminophenyl)diazenyl]-7-hydroxy-N,N,N-trimethylnaphthalen-2-aminium chloride","InChI=1S/C19H20N4O.ClH/c1-23(2,3)16-10-4-13-5-11-18(24)19(17(13)12-16)22-21-15-8-6-14(20)7-9-15;/h4-12H,1-3H3,(H2-,20,21,22,24);1H",UXEAWNJALIUYRH-UHFFFAOYSA-N,[Cl-].C[N+](C)(C)c1ccc2ccc(O)c(N=Nc3ccc(N)cc3)c2c1,-1.98078538840,0.00000000000,1,G1,356.85700,1.74370,100.20920,25,4,2,6,3,130,3,0,0,3,70.97,152.96878890353,0.00000225333,915.09567744520
A-929,trifluoroacetamide,"InChI=1S/C2H2F3NO/c3-2(4,5)1(6)7/h(H2,6,7)",NRKYWOKHZRQRJR-UHFFFAOYSA-N,NC(=O)C(F)(F)F,-1.48502274080,0.00000000000,1,G1,113.03800,0.03400,15.24940,7,1,1,5,0,42,0,0,0,0,43.09,37.10221214806,3.79111841709,85.42592196522
A-930,4-(2-methylbutan-2-yl)cyclohexan-1-one,"InChI=1S/C11H20O/c1-4-11(2,3)9-5-7-10(12)8-6-9/h9H,4-8H2,1-3H3",DCSKAMGZSIRJAQ-UHFFFAOYSA-N,CCC(C)(C)C1CCC(=O)CC1,-2.65689277790,0.00000000000,1,G1,168.28000,3.18190,51.03700,12,1,0,1,2,70,0,1,1,1,17.07,75.54436311831,2.48836938922,159.84292599914
A-932,4-methanesulfonyl-1-methyl-2-nitrobenzene,"InChI=1S/C8H9NO4S/c1-6-3-4-7(14(2,12)13)5-8(6)9(10)11/h3-5H,1-2H3",OXBDLEXAVKAJFD-UHFFFAOYSA-N,Cc1ccc(cc1[N+]([O-])=O)[S](C)(=O)=O,-2.76470108160,0.00000000000,1,G1,215.23000,1.30672,50.94320,14,4,0,6,2,76,1,0,0,1,77.28,81.43966145258,3.41653337616,478.11468845921
A-935,methyl non-2-ynoate,"InChI=1S/C10H16O2/c1-3-4-5-6-7-8-9-10(11)12-2/h3-7H2,1-2H3",NTLJTUMJJWVCTL-UHFFFAOYSA-N,CCCCCCC#CC(=O)OC,-3.65188766620,0.00000000000,1,G1,168.23600,2.13320,48.55100,12,2,0,2,4,68,0,0,0,0,26.30,74.29802277881,3.26897315334,174.01293831000
A-936,decan-1-ol,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",MWKFXSUHUHTGQN-UHFFFAOYSA-N,CCCCCCCCCCO,-3.63123803650,0.40668130506,4,G5,158.28500,3.11940,49.69580,11,1,1,1,8,68,0,0,0,0,20.23,70.81796380960,2.69091552669,53.89311688210
A-939,triphenylphosphine oxide,"InChI=1S/C18H15OP/c19-20(16-10-4-1-5-11-16,17-12-6-2-7-13-17)18-14-8-3-9-15-18/h1-15H",FIQMHBFVRAXMOP-UHFFFAOYSA-N,O=[P](c1ccccc1)(c2ccccc2)c3ccccc3,-2.87747279520,0.00000000000,1,G1,278.29100,3.32600,85.83450,20,1,0,2,3,98,3,0,0,3,17.07,118.83519143172,2.27214903870,617.72091955716
A-940,"2-chloro-1,4-dimethoxybenzene","InChI=1S/C8H9ClO2/c1-10-6-3-4-8(11-2)7(9)5-6/h3-5H,1-2H3",QMXZSRVFIWACJH-UHFFFAOYSA-N,COc1ccc(OC)c(Cl)c1,-2.67240240430,0.00000000000,1,G1,172.61100,2.35720,44.55600,11,2,0,3,2,60,1,0,0,1,18.46,70.69164403419,2.99296295184,247.84741592489
A-944,2-(2-naphthyloxy)ethanol,"InChI=1S/C12H12O2/c13-7-8-14-12-6-5-10-3-1-2-4-11(10)9-12/h1-6,9,13H,7-8H2",BQPBZDSDFCDSAO-UHFFFAOYSA-N,OCCOc1ccc2ccccc2c1,-2.71429469020,0.00000000000,1,G1,188.22600,2.21090,56.52880,14,2,1,2,3,72,2,0,0,2,29.46,82.75073086173,2.31520994167,423.34617259576
A-950,butoxybenzene,"InChI=1S/C10H14O/c1-2-3-9-11-10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3",YFNONBGXNFCTMM-UHFFFAOYSA-N,CCCCOc1ccccc1,-3.61324956330,0.00000000000,1,G1,150.22100,2.86550,46.84500,11,1,0,1,4,60,1,0,0,1,9.23,68.00471680659,2.27580128737,181.32408233692
A-951,2-[2-(benzoyloxy)ethoxy]ethyl benzoate,"InChI=1S/C18H18O5/c19-17(15-7-3-1-4-8-15)22-13-11-21-12-14-23-18(20)16-9-5-2-6-10-16/h1-10H,11-14H2",NXQMCAOPTPLPRL-UHFFFAOYSA-N,O=C(OCCOCCOC(=O)c1ccccc1)c2ccccc2,-3.93748887900,0.01844461438,4,G5,314.33700,2.71700,84.26800,23,5,0,5,8,120,2,0,0,2,61.83,134.34182990055,1.52920171824,554.32377594531
A-953,"(Z)-N-9-octadecenylpropane-1,3-diamine","InChI=1S/C21H44N2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20-23-21-18-19-22/h9-10,23H,2-8,11-22H2,1H3/b10-9-",TUFJPPAQOXUHRI-KTKRTIGZSA-N,CCCCCCCC\C=C/CCCCCCCCNCCCN,-3.95504200090,0.00000000000,1,G1,324.59700,5.96230,105.99310,23,2,2,2,19,138,0,0,0,0,38.05,146.23824316420,3.02306933976,225.88145914557
A-954,"1,2,4-trichlorobenzene",InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,PBKONEOXTCPAFI-UHFFFAOYSA-N,Clc1ccc(Cl)c(Cl)c1,-3.70245207830,0.12404155583,8,G5,181.44900,3.64680,41.47200,9,0,0,3,0,48,1,0,0,1,0.00,68.34120180014,3.17167803044,219.54299954785
A-959,"[3-methyl-4-(2,2,2-trifluoroethoxy)pyridin-2-yl]methanol","InChI=1S/C9H10F3NO2/c1-6-7(4-14)13-3-2-8(6)15-5-9(10,11)12/h2-3,14H,4-5H2,1H3",GNILTGRCVCMPFJ-UHFFFAOYSA-N,Cc1c(CO)nccc1OCC(F)(F)F,-1.79207371050,0.00000000000,1,G1,221.17800,1.82342,46.44680,15,3,1,6,3,84,1,0,0,1,42.35,84.51520474851,2.77531640106,338.61960856300
A-960,methoxymethane,InChI=1S/C2H6O/c1-3-2/h1-2H3,LCGLNKUTAGEVQW-UHFFFAOYSA-N,COC,0.88436592010,0.44440493135,2,G3,46.06900,0.26260,12.93300,3,1,0,1,0,20,0,0,0,0,9.23,20.21773837173,1.63299316186,2.75488750216
A-961,"(2E)-3-(3,4,5-trimethoxyphenyl)prop-2-enoic acid","InChI=1S/C12H14O5/c1-15-9-6-8(4-5-11(13)14)7-10(16-2)12(9)17-3/h4-7H,1-3H3,(H,13,14)/b5-4+",YTFVRYKNXDADBI-SNAWJCMRSA-N,COc1cc(\C=C\C(O)=O)cc(OC)c1OC,-2.83047019400,0.00000000000,1,G1,238.23900,1.81020,62.76780,17,4,1,5,5,92,1,0,0,1,64.99,99.22784431445,3.21791567626,411.51728308500
A-962,barium(2+) ion diphosphinate,"InChI=1S/Ba.2HO2P/c;2*1-3-2/h;2*(H,1,2)/q+2;;/p-2",OWESJVSXFRLVFC-UHFFFAOYSA-L,[Ba++].[O-]P=O.[O-]P=O,0.12366337170,0.00000000000,1,G1,263.27200,-1.27400,20.96700,7,4,0,7,0,36,0,0,0,0,80.26,83.95770812813,-0.00000004000,30.67103446306
A-967,"1,4-dibromobutane",InChI=1S/C4H8Br2/c5-3-1-2-4-6/h1-4H2,ULTHEAFYOOPTTB-UHFFFAOYSA-N,BrCCCCBr,-2.79021678170,0.00000000000,1,G1,215.91600,2.55640,36.82200,6,0,0,2,3,38,0,0,0,0,0.00,55.56917258230,2.33909231498,17.50977500433
A-969,"1,2,3,4-tetrahydronaphthalene","InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",CXWXQJXEFPUFDZ-UHFFFAOYSA-N,C1CCc2ccccc2C1,-3.56736813890,0.35206976424,5,G5,132.20600,2.56540,43.08400,10,0,0,0,0,52,1,0,1,2,0.00,61.88534042355,2.41429209418,200.23484899951
A-971,"1,6-dibutyl hexanedioate","InChI=1S/C14H26O4/c1-3-5-11-17-13(15)9-7-8-10-14(16)18-12-6-4-2/h3-12H2,1-2H3",XTJFFFGAUHQWII-UHFFFAOYSA-N,CCCCOC(=O)CCCCC(=O)OCCCC,-3.86815386960,0.00000000000,1,G1,258.35800,3.23340,70.20200,18,4,0,4,11,106,0,0,0,0,52.60,110.03363317409,3.32331942403,201.83388115177
A-972,"ethyl phenyl(2,4,6-trimethylbenzoyl)phosphinate","InChI=1S/C18H21O3P/c1-5-21-22(20,16-9-7-6-8-10-16)18(19)17-14(3)11-13(2)12-15(17)4/h6-12H,5H2,1-4H3",ZMDDERVSCYEKPQ-UHFFFAOYSA-N,CCO[P](=O)(C(=O)c1c(C)cc(C)cc1C)c2ccccc2,-3.95608194730,0.00000000000,1,G1,316.33700,4.39216,90.29200,22,3,0,4,5,116,2,0,0,2,43.37,131.32948749971,2.60102010858,712.24753022849
A-973,2-tert-butyl-5-methylphenol,"InChI=1S/C11H16O/c1-8-5-6-9(10(12)7-8)11(2,3)4/h5-7,12H,1-4H3",XOUQAVYLRNOXDO-UHFFFAOYSA-N,Cc1ccc(c(O)c1)C(C)(C)C,-2.67267466300,0.00000000000,1,G1,164.24800,2.99812,51.54380,12,1,1,1,0,66,1,0,0,1,20.23,74.05034744368,3.18921151190,281.54585362510
A-974,dimethyl 2-nitroterephthalate,"InChI=1S/C10H9NO6/c1-16-9(12)6-3-4-7(10(13)17-2)8(5-6)11(14)15/h3-5H,1-2H3",PAYWCKGMOYQZAW-UHFFFAOYSA-N,COC(=O)c1ccc(C(=O)OC)c(c1)[N+]([O-])=O,-2.83590488180,0.00000000000,1,G1,239.18300,1.16800,55.77540,17,6,0,7,3,90,1,0,0,1,95.74,96.09428195868,3.31532315655,481.68450876062
A-975,Cobaltous acetate,"InChI=1S/2C2H4O2.Co/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2",QAHREYKOYSIQPH-UHFFFAOYSA-L,[Co++].CC([O-])=O.CC([O-])=O,0.29360437020,0.00733667040,2,G3,177.02100,-2.49010,21.36200,9,4,0,5,0,55,0,0,0,0,80.26,63.07145371049,-0.00000007200,70.56842503029
A-976,6-(prop-2-enoyloxy)hexyl prop-2-enoate,"InChI=1S/C12H18O4/c1-3-11(13)15-9-7-5-6-8-10-16-12(14)4-2/h3-4H,1-2,5-10H2",FIHBHSQYSYVZQE-UHFFFAOYSA-N,C=CC(=O)OCCCCCCOC(=O)C=C,-2.81933669550,0.01050419035,2,G3,226.27200,2.00520,60.78000,16,4,0,4,9,90,0,0,0,0,52.60,95.92454288093,3.15307708526,219.40331533468
A-978,"N,N-dimethyldecanamide","InChI=1S/C12H25NO/c1-4-5-6-7-8-9-10-11-12(14)13(2)3/h4-11H2,1-3H3",HNXNKTMIVROLTK-UHFFFAOYSA-N,CCCCCCCCCC(=O)N(C)C,-2.76811117950,0.00000000000,1,G1,199.33800,3.21530,61.30400,14,1,0,2,8,84,0,0,0,0,20.31,88.67497005644,3.09584558053,143.25715550266
A-982,4-[(E)-2-phenyldiazen-1-yl]aniline,"InChI=1S/C12H11N3/c13-10-6-8-12(9-7-10)15-14-11-4-2-1-3-5-11/h1-9H,13H2",QPQKUYVSJWQSDY-UHFFFAOYSA-N,Nc1ccc(cc1)N=Nc2ccccc2,-3.75970307570,0.28016671915,3,G5,197.24100,3.68420,61.47240,15,3,1,3,2,74,2,0,0,2,50.74,88.27516586706,2.15298928194,446.05326488271
A-986,"(2,2,3-trimethylcyclopent-3-en-1-yl)acetonitrile","InChI=1S/C10H15N/c1-8-4-5-9(6-7-11)10(8,2)3/h4,9H,5-6H2,1-3H3",YYJOTFQPYNOYAB-UHFFFAOYSA-N,CC1=CCC(CC#N)C1(C)C,-2.64753723280,0.00000000000,1,G1,149.23700,2.89248,45.87500,11,1,0,1,1,60,0,0,1,1,23.79,68.72087555315,2.71540649333,217.51750134055
A-988,2-tert-butyl-4-methylphenol,"InChI=1S/C11H16O/c1-8-5-6-10(12)9(7-8)11(2,3)4/h5-7,12H,1-4H3",IKEHOXWJQXIQAG-UHFFFAOYSA-N,Cc1ccc(O)c(c1)C(C)(C)C,-2.69175362320,0.00000000000,1,G1,164.24800,2.99812,51.54380,12,1,1,1,0,66,1,0,0,1,20.23,74.05034744368,3.23142501309,281.54585362510
A-989,"N,N,N-trimethylanilinium chloride","InChI=1S/C9H14N.ClH/c1-10(2,3)9-7-5-4-6-8-9;/h4-8H,1-3H3;1H/q+1;/p-1",MQAYPFVXSPHGJM-UHFFFAOYSA-M,[Cl-].C[N+](C)(C)c1ccccc1,0.28774729650,0.00000000000,1,G1,171.67100,-1.11270,46.00800,11,0,0,2,1,62,1,0,0,1,0.00,74.64912787203,0.00000100000,200.55275983339
A-990,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane 2-(4-methylcyclohex-3-en-1-yl)propan-2-yl acetate","InChI=1S/C12H20O2.C10H18O/c1-9-5-7-11(8-6-9)12(3,4)14-10(2)13;1-9(2)8-4-6-10(3,11-9)7-5-8/h5,11H,6-8H2,1-4H3;8H,4-7H2,1-3H3",GBIJCMYLVWYAKU-UHFFFAOYSA-N,CC(=O)OC(C)(C)C1CCC(=CC1)C.CC23CCC(CC2)C(C)(C)O3,-3.02135906420,0.00000000000,1,G1,350.54300,5.81860,102.47000,25,3,0,3,2,144,0,3,4,4,35.53,154.09038264997,0.00000018459,504.61048618772
A-991,"tris(prop-2-en-1-yloxy)-1,3,5-triazine","InChI=1S/C12H15N3O3/c1-4-7-16-10-13-11(17-8-5-2)15-12(14-10)18-9-6-3/h4-6H,1-3,7-9H2",BJELTSYBAHKXRW-UHFFFAOYSA-N,C=CCOc1nc(OCC=C)nc(OCC=C)n1,-2.87422578020,0.52671967682,5,G4,249.27000,1.56600,66.90300,18,6,0,6,9,96,1,0,0,1,66.36,105.64665268387,2.82927628206,346.77644490184
A-993,valeric acid,"InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)",NQPDZGIKBAWPEJ-UHFFFAOYSA-N,CCCCC(O)=O,-0.49065214900,0.08834908798,5,G5,102.13300,1.26120,27.16080,7,1,1,2,3,42,0,0,0,0,37.30,43.15477533766,2.82193893706,59.10049400593
A-994,3-methyl-4-phenylbutan-2-ol,"InChI=1S/C11H16O/c1-9(10(2)12)8-11-6-4-3-5-7-11/h3-7,9-10,12H,8H2,1-2H3",VSIXJPFQJMODCS-UHFFFAOYSA-N,CC(O)C(C)Cc1ccccc1,-1.69697298990,0.00000000000,1,G1,164.24800,2.24600,50.99080,12,1,1,1,3,66,1,0,0,1,20.23,74.05034744368,2.52667600839,215.70553870532
A-995,"1,3-diethyl 2-butylpropanedioate","InChI=1S/C11H20O4/c1-4-7-8-9(10(12)14-5-2)11(13)15-6-3/h9H,4-8H2,1-3H3",RPNFNBGRHCUORR-UHFFFAOYSA-N,CCCCC(C(=O)OCC)C(=O)OCC,-2.81649639690,0.00000000000,1,G1,216.27700,1.91900,56.28100,15,4,0,4,7,88,0,0,0,0,52.60,90.93880683090,4.27806530940,182.76460234916
A-996,"2-(2-undecyl-4,5-dihydro-1H-imidazol-1-yl)ethanol","InChI=1S/C16H32N2O/c1-2-3-4-5-6-7-8-9-10-11-16-17-12-13-18(16)14-15-19/h19H,2-15H2,1H3",QNDGQRJVVZJMJO-UHFFFAOYSA-N,CCCCCCCCCCCC1=NCCN1CCO,-3.89865562110,0.00000000000,1,G1,268.44500,3.61370,82.80480,19,3,1,3,12,112,0,0,1,1,35.83,118.65694149851,1.90265122056,240.90343224416
A-997,1-chloro-4-(trifluoromethyl)benzene,"InChI=1S/C7H4ClF3/c8-6-3-1-5(2-4-6)7(9,10)11/h1-4H",QULYNCCPRWKEMF-UHFFFAOYSA-N,FC(F)(F)c1ccc(Cl)cc1,-3.72769522460,0.00000000000,1,G1,180.55600,3.35880,36.45400,11,0,0,4,0,60,1,0,0,1,0.00,66.59621766955,2.99375478826,236.85775327613
A-998,4-(4-hydroxyphenyl)phenol,"InChI=1S/C12H10O2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8,13-14H",VCCBEIPGXKNHFW-UHFFFAOYSA-N,Oc1ccc(cc1)c2ccc(O)cc2,-3.74237309920,0.00000000000,1,G1,186.21000,2.76480,55.20760,14,2,2,2,1,70,2,0,0,2,40.46,82.07696482995,2.39650903973,371.57964673815
A-999,"1,4-bis[(E)-prop-1-enoxy]cyclohexane 1,4-di(prop-1-enoxy)cyclohexane","InChI=1S/C12H20O2/c1-3-9-13-11-5-7-12(8-6-11)14-10-4-2/h3-4,9-12H,5-8H2,1-2H3/b9-3+,10-4+",TXHDDWGFTSDFEB-LQIBPGRFSA-N,C\C=C\OC1CCC(CC1)O\C=C\C,-3.90373209070,0.02337170175,2,G3,196.29000,3.39800,57.84200,14,2,0,2,4,80,0,1,1,1,18.46,86.59566752731,2.17000731921,166.49841012019
A-1000,"1,7-dioxacycloheptadecan-8-one",InChI=1S/C15H28O3/c16-15-11-7-4-2-1-3-5-8-12-17-13-9-6-10-14-18-15/h1-14H2,MKEIDVFLAWJKMY-UHFFFAOYSA-N,O=C1CCCCCCCCCOCCCCCO1,-3.88384949970,0.00000000000,1,G1,256.38600,3.85090,72.56500,18,3,0,3,0,106,0,1,1,1,35.53,111.23122203491,2.11369413569,183.91539480971
A-1002,9-Methylnonadecane,"InChI=1S/C20H42/c1-4-6-8-10-12-13-15-17-19-20(3)18-16-14-11-9-7-5-2/h20H,4-19H2,1-3H3",FFVPRSKCTDQLBP-UHFFFAOYSA-N,CCCCCCCCCCC(C)CCCCCCCC,-6.45110453390,0.00000000000,1,G1,282.55600,7.90390,94.38400,20,0,0,0,16,122,0,0,0,0,0.00,129.67315120137,3.10147005817,161.42124551086
A-1003,(E)-(carbamoylimino)urea; (Z)-(carbamoylimino)urea,"InChI=1S/C2H4N4O2/c3-1(7)5-6-2(4)8/h(H2,3,7)(H2,4,8)",XOZUGNYVDXMRKW-UHFFFAOYSA-N,NC(=O)N=NC(N)=O,-3.54624345960,0.00000000000,1,G1,116.08000,-0.40400,24.02280,8,2,2,6,0,44,0,0,0,0,110.90,44.55379658083,3.66862646193,122.97373660251
A-1004,"2,4-di-tert-butylphenol","InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,-3.79604633340,0.01277316670,2,G3,206.32900,3.98720,65.50680,15,1,1,1,0,84,1,0,0,1,20.23,93.14517378687,3.29935794615,350.58194170956
A-1005,3-(4-tert-butylphenyl)-2-methylpropanal,"InChI=1S/C14H20O/c1-11(10-15)9-12-5-7-13(8-6-12)14(2,3)4/h5-8,10-11H,9H2,1-4H3",SDQFDHOLCGWZPU-UHFFFAOYSA-N,CC(Cc1ccc(cc1)C(C)(C)C)C=O,-3.79178206090,0.06734928695,2,G3,204.31300,3.36160,64.07400,15,1,0,1,3,82,1,0,0,1,17.07,92.51246213471,2.76813211551,316.18709142486
A-1006,3-amino-4-methoxy-N-phenylbenzamide,"InChI=1S/C14H14N2O2/c1-18-13-8-7-10(9-12(13)15)14(17)16-11-5-3-2-4-6-11/h2-9H,15H2,1H3,(H,16,17)",LHMQDVIHBXWNII-UHFFFAOYSA-N,COc1ccc(cc1N)C(=O)Nc2ccccc2,-3.86580004000,0.00000000000,1,G1,242.27800,2.52970,71.80160,18,3,2,4,3,92,2,0,0,2,64.35,105.38320176453,2.16813985842,552.97537911619
A-1007,methanidylidyneoxidanium,InChI=1S/CO/c1-2,UGFAIRIUMAVXCW-UHFFFAOYSA-N,[C-]#[O+],-2.92879916890,0.00000000000,1,G1,28.01000,-0.03751,3.92950,2,0,0,1,0,10,0,0,0,0,19.90,12.61969834340,3.00000000000,6.75488750216
A-1009,2-chloro-2-methylbutane,"InChI=1S/C5H11Cl/c1-4-5(2,3)6/h4H2,1-3H3",CRNIHJHMEQZAAS-UHFFFAOYSA-N,CCC(C)(C)Cl,-2.51054501020,0.50065902095,2,G2,106.59600,2.41380,30.22300,6,0,0,1,1,38,0,0,0,0,0.00,44.50228571230,3.16848987267,33.69332843437
A-1011,"2,2',2'',2'''-(ethane-1,2-diyldinitrilo)tetraacetonitrile",InChI=1S/C10H12N6/c11-1-5-15(6-2-12)9-10-16(7-3-13)8-4-14/h5-10H2,FDWRKVKXYZRYOD-UHFFFAOYSA-N,N#CCN(CCN(CC#N)CC#N)CC#N,-2.82040434690,0.01583708450,2,G3,216.24800,-0.31528,55.33200,16,6,0,6,7,82,0,0,0,0,101.64,95.11371612368,4.06569941364,281.46644413334
A-1013,tert-butyl benzenecarboperoxoate,"InChI=1S/C11H14O3/c1-11(2,3)14-13-10(12)9-7-5-4-6-8-9/h4-8H,1-3H3",GJBRNHKUVLOCEB-UHFFFAOYSA-N,CC(C)(C)OOC(=O)c1ccccc1,-2.77643294920,0.00000000000,1,G1,194.23000,2.57350,52.69550,14,3,0,3,2,76,1,0,0,1,35.53,83.57402156628,2.52343461050,298.05872454975
A-1014,"1,1-difluoroethane","InChI=1S/C2H4F2/c1-2(3)4/h2H,1H3",NPNPZTNLOVBDOC-UHFFFAOYSA-N,CC(F)F,-1.31472284360,0.02899597350,2,G3,66.05000,1.27140,11.67800,4,0,0,2,0,26,0,0,0,0,0.00,23.43526394808,2.32379000772,8.75488750216
A-1015,"3,7-dimethyloctan-3-ol","InChI=1S/C10H22O/c1-5-10(4,11)8-6-7-9(2)3/h9,11H,5-8H2,1-4H3",DLHQZZUEERVIGQ-UHFFFAOYSA-N,CCC(C)(O)CCCC(C)C,-2.69428978220,0.05115252245,2,G3,158.28500,2.97370,49.60380,11,1,1,1,5,68,0,0,0,0,20.23,70.81796380960,3.37627875712,95.04589952781
A-1016,"5-methoxy-1,3-dihydro-2H-benzimidazole-2-thione","InChI=1S/C8H8N2OS/c1-11-5-2-3-6-7(4-5)10-8(12)9-6/h2-4H,1H3,(H2,9,10,12)",KOFBRZWVWJCLGM-UHFFFAOYSA-N,COc1ccc2NC(=S)Nc2c1,-2.75068192370,0.00000000000,1,G1,180.23200,2.23409,50.03540,12,2,2,4,1,62,2,0,0,2,40.81,74.37914364430,2.74260637130,457.27095427235
A-1018,bromo(trifluoro)methane,"InChI=1S/CBrF3/c2-1(3,4)5",RJCQBQGAPKAMLL-UHFFFAOYSA-N,FC(F)(F)Br,-2.66777096880,0.00000000000,1,G1,148.90900,1.90110,14.98200,5,0,0,4,0,32,0,0,0,0,0.00,35.10340484225,3.02371578407,22.36452797660
A-1020,"zinc bis(O,O-diisooctyl) bis(dithiophosphate)","InChI=1S/2C16H35O2PS2.Zn/c2*1-15(2)11-7-5-9-13-17-19(20,21)18-14-10-6-8-12-16(3)4;/h2*15-16H,5-14H2,1-4H3,(H,20,21);/q;;+2/p-2",SXYOAESUCSYJNZ-UHFFFAOYSA-L,[Zn++].CC(C)CCCCCO[P]([S-])(=S)OCCCCCC(C)C.CC(C)CCCCCO[P]([S-])(=S)OCCCCCC(C)C,-4.37070146580,0.00000000000,1,G1,772.49800,12.44510,200.33200,43,8,0,11,28,256,0,0,0,0,36.92,302.78961495146,-0.00000072727,581.75313572264
A-1021,2-({[6-(oxiran-2-ylmethoxy)naphthalen-1-yl]oxy}methyl)oxirane,"InChI=1S/C16H16O4/c1-2-11-6-12(17-7-13-8-18-13)4-5-15(11)16(3-1)20-10-14-9-19-14/h1-6,13-14H,7-10H2",MEVBAGCIOOTPLF-UHFFFAOYSA-N,C1OC1COc2ccc3c(OCC4CO4)cccc3c2,-3.91917379760,0.00000000000,1,G1,272.30000,2.39500,74.41800,20,4,0,4,6,104,2,2,2,4,43.52,116.74523894858,1.53693910892,616.90302378374
