id,bibtexkey,quotation,bibliography,doi
144,2496,Charles and Destaillats (2005),"Charles, M. J. &#x0026; Destaillats, H.: <span class='"cmti-10'">Experimental determinations of Henry&#x2019;s law constants of polybrominated</span> <span class='"cmti-10'">diphenyl ethers (PBDEs) to evaluate exposure to aquatic biota</span>, technical Completion Report, University of California Water Resources Center, UC Berkeley, http://escholarship.org/uc/item/9zv0s4np (2005). ",
145,1137,Chen et&nbsp;al. (1979),"Chen, C.-C., Britt, H. I., Boston, J. F., &#x0026; Evans, L. B.: <span class='"cmti-10'">Extension and application of the Pitzer</span> <span class='"cmti-10'">equation for vapor-liquid equlibrium of aqueous electrolyte systems with</span> <span class='"cmti-10'">molecular solutes</span>, AIChE J., 25, 820–831, <a href='"https://doi.org/10.1002/AIC.690250510'" >doi:10.1002/AIC.690250510</a> (1979). ",
146,2824,Chen et&nbsp;al. (2012),"Chen, F., Freedman, D. L., Falta, R. W., &#x0026; Murdoch, L. C.: <span class='"cmti-10'">Henry&#x2019;s law</span> <span class='"cmti-10'">constants of chlorinated solvents at elevated temperatures</span>, Chemosphere, 86, 156–165, <a href='"https://doi.org/10.1016/J.CHEMOSPHERE.2011.10.004'" >doi:10.1016/J.CHEMOSPHERE.2011.10.004</a> (2012). ",
147,2808,Chen et&nbsp;al. (2003),"Chen, L., Takenaka, N., Bandow, H., &#x0026; Maeda, Y.: <span class='"cmti-10'">Henry&#x2019;s law constants</span> <span class='"cmti-10'">for</span> C<sub><span class='"cmr-7'">2</span></sub><span class='"cmti-10'">-</span>C<sub><span class='"cmr-7'">3</span></sub> <span class='"cmti-10'">fluorinated alcohols and their wet deposition in the atmosphere</span>, Atmos. Environ., 37, 4817–4822, <a href='"https://doi.org/10.1016/J.ATMOSENV.2003.08.002'" >doi:10.1016/J.ATMOSENV.2003.08.002</a> (2003). ",
148,1856,Cheng et&nbsp;al. (2003),"Cheng, W.-H., Chu, F.-S., &#x0026; Liou, J.-J.: <span class='"cmti-10'">Air-water interface equilibrium</span> <span class='"cmti-10'">partitioning coefficients of aromatic hydrocarbons</span>, Atmos. Environ., 37, 4807–4815, <a href='"https://doi.org/10.1016/J.ATMOSENV.2003.08.012'" >doi:10.1016/J.ATMOSENV.2003.08.012</a> (2003). ",
149,2483,Cheng et&nbsp;al. (2004),"Cheng, W.-H., Chou, M.-S., Perng, C.-H., &#x0026; Chu, F.-S.: <span class='"cmti-10'">Determining the</span> <span class='"cmti-10'">equilibrium partitioning coefficients of volatile</span> <span class='"cmti-10'">organic compounds at an air-water interface</span>, Chemosphere, 54, 935–942, <a href='"https://doi.org/10.1016/J.CHEMOSPHERE.2003.08.038'" >doi:10.1016/J.CHEMOSPHERE.2003.08.038</a> (2004). ",
150,3076,Chesters et&nbsp;al. (1989),"Chesters, G., Simsiman, G. V., Levy, J., Alhajjar, B. J., Fathulla, R. N., &#x0026; Harkin, J. M.: <span class='"cmti-10'">Environmental fate of alachlor and metolachlor</span>, Rev. Environ. Contam. Toxicol., 110, 1–74, <a href='"https://doi.org/10.1007/978-1-4684-7092-5_1'" >doi:10.1007/978-1-4684-7092-5_1</a> (1989). ",
151,1502,Cheung et&nbsp;al. (2000),"Cheung, J. L., Li, Y. Q., Boniface, J., Shi, Q., Davidovits, P., Worsnop, D. R., Jayne, J. T., &#x0026; Kolb, C. E.: <span class='"cmti-10'">Heterogeneous interactions of</span> NO<sub><span class='"cmr-7'">2</span></sub> <span class='"cmti-10'">with aqueous surfaces</span>, J. Phys. Chem. A, 104, 2655–2662, <a href='"https://doi.org/10.1021/JP992929F'" >doi:10.1021/JP992929F</a> (2000). ",
152,1113,Chiang et&nbsp;al. (1998),"Chiang, P.-C., Hung, C.-H., Mar, J. C., &#x0026; Chang, E. E.: <span class='"cmti-10'">Henry&#x2019;s constants and mass transfer</span> <span class='"cmti-10'">coefficients of halogenated organic pollutants in an air stripping packed</span> <span class='"cmti-10'">column</span>, Wat. Sci. Tech., 38, 287–294 (1998). ",
153,2979,Chiou et&nbsp;al. (1980),"Chiou, C. T., Freed, V. H., Peters, L. J., &#x0026; Kohnert, R. L.: <span class='"cmti-10'">Evaporation of solutes from water</span>, Environ. Int., 3, 231–236, <a href='"https://doi.org/10.1016/0160-4120(80)90123-3'" >doi:10.1016/0160-4120(80)90123-3</a> (1980). ",
154,721,Christie and Crisp (1967),"Christie, A. O. &#x0026; Crisp, D. J.: <span class='"cmti-10'">Activity coefficients on the </span><span class='"cmmi-10'">n</span><span class='"cmti-10'">-primary, secondary</span> <span class='"cmti-10'">and tertiary aliphatic amines in aqueous solution</span>, J. Appl. Chem., 17, 11–14, <a href='"https://doi.org/10.1002/JCTB.5010170103'" >doi:10.1002/JCTB.5010170103</a> (1967). ",
155,2821,Cimetiere and de Laat (2009),"Cimetiere, N. &#x0026; de Laat, J.: <span class='"cmti-10'">Henry&#x2019;s law</span> <span class='"cmti-10'">constant of N,N-dichloromethylamine: Application to the contamination</span> <span class='"cmti-10'">of the atmosphere of indoor swimming pools</span>, Chemosphere, 77, 465–470, <a href='"https://doi.org/10.1016/J.CHEMOSPHERE.2009.07.056'" >doi:10.1016/J.CHEMOSPHERE.2009.07.056</a> (2009). ",
156,1071,Clegg and Brimblecombe (1986),"Clegg, S. L. &#x0026; Brimblecombe, P.: <span class='"cmti-10'">The</span> <span class='"cmti-10'">dissociation constant and Henry&#x2019;s law constant of</span> HCl <span class='"cmti-10'">in aqueous solution</span>, Atmos. Environ., 20, 2483–2485, <a href='"https://doi.org/10.1016/0004-6981(86)90079-X'" >doi:10.1016/0004-6981(86)90079-X</a> (1986). ",
157,620,Clegg and Brimblecombe (1989),"Clegg, S. L. &#x0026; Brimblecombe, P.: <span class='"cmti-10'">Solubility</span> <span class='"cmti-10'">of ammonia in pure aqueous and multicomponent solutions</span>, J. Phys. Chem., 93, 7237–7248, <a href='"https://doi.org/10.1021/J100357A041'" >doi:10.1021/J100357A041</a> (1989). ",
158,2839,Clegg and Brimblecombe (1990),"Clegg, S. L. &#x0026; Brimblecombe, P.: <span class='"cmti-10'">Equilibrium partial pressures and mean activity and</span> <span class='"cmti-10'">osmotic coefficients of 0-100% nitric acid as a function of temperature</span>, J. Phys. Chem., 94, 5369–5380, <a href='"https://doi.org/10.1021/J100376A038'" >doi:10.1021/J100376A038</a> (1990). ",
159,1925,Clegg et&nbsp;al. (1996),"Clegg, S. L., Brimblecombe, P., &#x0026; Khan, I.: <span class='"cmti-10'">The Henry&#x2019;s law constant</span> <span class='"cmti-10'">oxalic acid and its partitioning into in the atmospheric aerosol</span>, Idöjárás, 100, 51–68 (1996). ",
160,2838,Clegg et&nbsp;al. (1998),"Clegg, S. L., Brimblecombe, P., &#x0026; Wexler, A. S.: <span class='"cmti-10'">Thermodynamic model</span> <span class='"cmti-10'">of the system</span> H<sup><span class='"cmr-7'">+</span></sup><span class='"cmti-10'">-</span>NH<sub><span class='"cmr-7'">4</span></sub><sup><span class='"cmr-7'">+</span></sup><span class='"cmti-10'">-</span>SO<sub><span class='"cmr-7'">4</span></sub><sup><span class='"cmr-7'">2</span><span class='"cmsy-7'">−</span></sup><span class='"cmti-10'">-</span>NO<sub><span class='"cmr-7'">3</span></sub><sup><span class='"cmsy-7'">−</span></sup><span class='"cmti-10'">-</span>H<sub><span class='"cmr-7'">2</span></sub>O <span class='"cmti-10'">at tropospheric temperatures</span>, J. Phys. Chem. A, 102, 2137–2154, <a href='"https://doi.org/10.1021/JP973042R'" >doi:10.1021/JP973042R</a> (1998). ",
161,clever79a,Clever (1979a),"Clever, H. L., ed.: IUPAC Solubility Data Series, vol. 1 of <span class='"cmti-10'">Helium and Neon</span>, Pergamon Press, Oxford, England (1979a). ",
162,clever79b,Clever (1979b),"Clever, H. L., ed.: IUPAC Solubility Data Series, vol. 2 of <span class='"cmti-10'">Krypton, Xenon and Radon</span>, Pergamon Press, Oxford, England (1979b). ",
163,clever80,Clever (1980),"Clever, H. L., ed.: IUPAC Solubility Data Series, vol. 4 of <span class='"cmti-10'">Argon</span>, Pergamon Press, Oxford, England (1980). ",
164,clever87b,Clever (1987),"Clever, H. L., ed.: IUPAC Solubility Data Series, vol. 29 of <span class='"cmti-10'">Mercury in liquids, compressed gases, molten salts and other elements</span>, Pergamon Press, Oxford, England (1987). ",
165,clever87,Clever and Young (1987),"Clever, H. L. &#x0026; Young, C. L., eds.: IUPAC Solubility Data Series, vol. 27/28 of <span class='"cmti-10'">Methane</span>, Pergamon Press, Oxford, England (1987). ",
166,2279,Clever et&nbsp;al. (1985),"Clever, H. L., Johnson, S. A., &#x0026; Derrick, M. E.: <span class='"cmti-10'">The solubility of mercury and some sparingly</span> <span class='"cmti-10'">soluble mercury salts in water and aqueous-electrolyte solutions</span>, J. Phys. Chem. Ref. Data, 14, 631–681, <a href='"https://doi.org/10.1063/1.555732'" >doi:10.1063/1.555732</a> (1985). ",
167,2447,Clever et&nbsp;al. (2005),"Clever, H. L., Battino, R., Jaselskis, B., Yampol&#x2019;skii, Y. P., Jaselskis, B., Scharlin, P., &#x0026; Young, C. L.: <span class='"cmti-10'">IUPAC-NIST solubility data series. 80.</span> <span class='"cmti-10'">gaseous fluorides of boron, nitrogen, sulfur, carbon, and silicon and solid</span> <span class='"cmti-10'">xenon fluorides in all solvents</span>, J. Phys. Chem. Ref. Data, 34, 201–438, <a href='"https://doi.org/10.1063/1.1794762'" >doi:10.1063/1.1794762</a> (2005). ",
168,730,Cline and Bates (1983),"Cline, J. D. &#x0026; Bates, T. S.: <span class='"cmti-10'">Dimethyl sulfide in the</span> <span class='"cmti-10'">equatorial Pacific Ocean: A natural source of sulfur to the atmosphere</span>, Geophys. Res. Lett., 10, 949–952, <a href='"https://doi.org/10.1029/GL010I010P00949'" >doi:10.1029/GL010I010P00949</a> (1983). ",
169,3022,Compernolle and Müller (2014a),"Compernolle, S. &#x0026; Müller, J.-F.: <span class='"cmti-10'">Henry&#x2019;s</span> <span class='"cmti-10'">law constants of diacids and hydroxy polyacids: recommended values</span>, Atmos. Chem. Phys., 14, 2699–2712, <a href='"https://doi.org/10.5194/ACP-14-2699-2014'" >doi:10.5194/ACP-14-2699-2014</a> (2014a). ",
170,3067,Compernolle and Müller (2014b),"Compernolle, S. &#x0026; Müller, J.-F.: <span class='"cmti-10'">Henry&#x2019;s</span> <span class='"cmti-10'">law constants of polyols</span>, Atmos. Chem. Phys., 14, 12 815–12 837, <a href='"https://doi.org/10.5194/acp-14-12815-2014'" >doi:10.5194/acp-14-12815-2014</a> (2014b). ",
171,2534,Conway et&nbsp;al. (1983),"Conway, R. A., Waggy, G. T., Spiegel, M. H., &#x0026; Berglund, R. L.: <span class='"cmti-10'">Environmental</span> <span class='"cmti-10'">fate and effects of ethylene oxide</span>, Environ. Sci. Technol., 17, 107–112, <a href='"https://doi.org/10.1021/ES00108A009'" >doi:10.1021/ES00108A009</a> (1983). ",
172,1148,Cooling et&nbsp;al. (1992),"Cooling, M. R., Khalfaoui, B., &#x0026; Newsham, D. M. T.: <span class='"cmti-10'">Phase equilibria</span> <span class='"cmti-10'">in very dilute mixtures of water and unsaturated chlorinated hydrocarbons</span> <span class='"cmti-10'">and of water and benzene</span>, Fluid Phase Equilib., 81, 217–229, <a href='"https://doi.org/10.1016/0378-3812(92)85153-Y'" >doi:10.1016/0378-3812(92)85153-Y</a> (1992). ",
173,2124,Copolovici and Niinemets (2005),"Copolovici, L. O. &#x0026; Niinemets, U.: <span class='"cmti-10'">Temperature dependencies of Henry&#x2019;s law constants and octanol/water</span> <span class='"cmti-10'">partition coefficients for key plant volatile monoterpenoids</span>, Chemosphere, 61, 1390–1400, <a href='"https://doi.org/10.1016/J.CHEMOSPHERE.2005.05.003'" >doi:10.1016/J.CHEMOSPHERE.2005.05.003</a> (2005). ",
174,1929,Coquelet and Richon (2005),"Coquelet, C. &#x0026; Richon, D.: <span class='"cmti-10'">Measurement of</span> <span class='"cmti-10'">Henry&#x2019;s law constants and infinite dilution activity coefficients of propyl</span> <span class='"cmti-10'">mercaptan, butyl mercaptan, and dimethyl sulfide in methyldiethanolamine</span> <span class='"cmti-10'">(1) + water (2) with </span><span class='"cmmi-10'">w</span><sub><span class='"cmr-7'">1</span></sub> <span class='"cmti-10'">= 0.50 using a gas stripping technique</span>, J. Chem. Eng. Data, 50, 2053–2057, <a href='"https://doi.org/10.1021/JE050268B'" >doi:10.1021/JE050268B</a> (2005). ",
175,1995,Cotham and Bidleman (1989),"Cotham, W. E. &#x0026; Bidleman, T. F.: <span class='"cmti-10'">Degradation of malathion, endosulfan, and fenvalerate in seawater</span> <span class='"cmti-10'">and seawater/sediment microcosms</span>, J. Agric. Food Chem., 37, 824–828, <a href='"https://doi.org/10.1021/JF00087A055'" >doi:10.1021/JF00087A055</a> (1989). ",
176,2957,Cousins and Mackay (2000),"Cousins, I. &#x0026; Mackay, D.: <span class='"cmti-10'">Correlating the physical-chemical properties of phthalate</span> <span class='"cmti-10'">esters using the ‘three solubility&#x2019; approach</span>, Chemosphere, 41, 1389–1399, <a href='"https://doi.org/10.1016/S0045-6535(00)00005-9'" >doi:10.1016/S0045-6535(00)00005-9</a> (2000). ",
177,1153,Crovetto (1991),"Crovetto, R.: <span class='"cmti-10'">Evaluation of solubility data for the system</span> CO<sub><span class='"cmr-7'">2</span></sub><span class='"cmti-10'">-</span>H<sub><span class='"cmr-7'">2</span></sub>O <span class='"cmti-10'">from 273</span><span class='"cmti-10'"> </span>K <span class='"cmti-10'">to the critical point of water</span>, J. Phys. Chem. Ref. Data, 20, 575–589, <a href='"https://doi.org/10.1063/1.555905'" >doi:10.1063/1.555905</a> (1991). ",
178,2557,Crovetto et&nbsp;al. (1982),"Crovetto, R., Fernández-Prini, R., &#x0026; Japas, M. L.: <span class='"cmti-10'">Solubilities of inert gases and</span> <span class='"cmti-10'">methane in</span> H<sub><span class='"cmr-7'">2</span></sub>O <span class='"cmti-10'">and in</span> D<sub><span class='"cmr-7'">2</span></sub>O <span class='"cmti-10'">in the temperature range of 300 to 600</span><span class='"cmti-10'"> </span>K, J. Chem. Phys., 76, 1077–1086, <a href='"https://doi.org/10.1063/1.443074'" >doi:10.1063/1.443074</a> (1982). ",
179,512,Dacey et&nbsp;al. (1984),"Dacey, J. W. H., Wakeham, S. G., &#x0026; Howes, B. L.: <span class='"cmti-10'">Henry&#x2019;s law constants</span> <span class='"cmti-10'">for dimethylsulfide in freshwater and seawater</span>, Geophys. Res. Lett., 11, 991–994, <a href='"https://doi.org/10.1029/GL011I010P00991'" >doi:10.1029/GL011I010P00991</a> (1984). ",
180,2944,Dallos et&nbsp;al. (1983),"Dallos, A., Ország, I., &#x0026; Ratkovics, F.: <span class='"cmti-10'">Liquid-liquid and vapour-liquid equilibrium data and</span> <span class='"cmti-10'">calculations for the system aniline + water in the presence of</span> NaCl<span class='"cmti-10'">,</span> NaI<span class='"cmti-10'">,</span> NH<sub><span class='"cmr-7'">4</span></sub>Cl <span class='"cmti-10'">and</span> NH<sub><span class='"cmr-7'">4</span></sub>I, Fluid Phase Equilib., 11, 91–102, <a href='"https://doi.org/10.1016/0378-3812(83)85008-0'" >doi:10.1016/0378-3812(83)85008-0</a> (1983). ",
181,487,Dasgupta and Dong (1986),"Dasgupta, P. G. &#x0026; Dong, S.: <span class='"cmti-10'">Solubility of ammonia in liquid water and</span> <span class='"cmti-10'">generation of trace levels of standard gaseous ammonia</span>, Atmos. Environ., 20, 565–570, <a href='"https://doi.org/10.1016/0004-6981(86)90099-5'" >doi:10.1016/0004-6981(86)90099-5</a> (1986). ",
182,1573,David et&nbsp;al. (2000),"David, M. D., Fendinger, N. J., &#x0026; Hand, V. C.: <span class='"cmti-10'">Determination of Henry&#x2019;s law constants for</span> <span class='"cmti-10'">organosilicones in actual and simulated wastewater</span>, Environ. Sci. Technol., 34, 4554–4559, <a href='"https://doi.org/10.1021/ES991204M'" >doi:10.1021/ES991204M</a> (2000). ",
183,389,De Bruyn et&nbsp;al. (1994),"De Bruyn, W. J., Shorter, J. A., Davidovits, P., Worsnop, D. R., Zahniser, M. S., &#x0026; Kolb, C. E.: <span class='"cmti-10'">Uptake of gas-phase sulfur species</span> <span class='"cmti-10'">methanesulfonic acid, dimethylsulfoxide, and dimethyl sulfone by aqueous</span> <span class='"cmti-10'">surfaces</span>, J. Geophys. Res., 99D, 16 927–16 932, <a href='"https://doi.org/10.1029/94JD00684'" >doi:10.1029/94JD00684</a> (1994). ",
184,1125,De Bruyn et&nbsp;al. (1995a),"De Bruyn, W. J., Shorter, J. A., Davidovits, P., Worsnop, D. R., Zahniser, M. S., &#x0026; Kolb, C. E.: <span class='"cmti-10'">Uptake of haloacetyl and carbonyl</span> <span class='"cmti-10'">halides by water surfaces</span>, Environ. Sci. Technol., 29, 1179–1185, <a href='"https://doi.org/10.1021/ES00005A007'" >doi:10.1021/ES00005A007</a> (1995a). ",
185,586,De Bruyn et&nbsp;al. (1995b),"De Bruyn, W. J., Swartz, E., Hu, J. H., Shorter, J. A., Davidovits, P., Worsnop, D. R., Zahniser, M. S., &#x0026; Kolb, C. E.: <span class='"cmti-10'">Henry&#x2019;s law solubilities</span> <span class='"cmti-10'">and </span><span class='"cmti-10'">Śetchenow coefficients for biogenic reduced sulfur species obtained</span> <span class='"cmti-10'">from gas-liquid uptake measurements</span>, J. Geophys. Res., 100D, 7245–7251, <a href='"https://doi.org/10.1029/95JD00217'" >doi:10.1029/95JD00217</a> (1995b). ",
186,981,De Maagd et&nbsp;al. (1998),"De Maagd, P. G.-J., Ten Hulscher, D. T. E. M., van den Heuvel, H., Opperhuizen, A., &#x0026; Sijm, D. T. H. M.: <span class='"cmti-10'">Physicochemical properties of</span> <span class='"cmti-10'">polycyclic aromatic hydrocarbons: Aqueous solubilities, </span><span class='"cmmi-10'">n</span><span class='"cmti-10'">-octanol/water</span> <span class='"cmti-10'">partition coefficients, and Henry&#x2019;s law constants</span>, Environ. Toxicol. Chem., 17, 251–257, <a href='"https://doi.org/10.1002/etc.5620170216'" >doi:10.1002/etc.5620170216</a> (1998). ",
187,2950,de Wolf and Lieder (1998),"de Wolf, W. &#x0026; Lieder, P. H.: <span class='"cmti-10'">A novel method to</span> <span class='"cmti-10'">determine uptake and elimination kinetics of volatile chemicals in fish</span>, Chemosphere, 36, 1713–1724, <a href='"https://doi.org/10.1016/S0045-6535(97)10062-5'" >doi:10.1016/S0045-6535(97)10062-5</a> (1998). ",
188,379,Dean (1992),"Dean, J. A.: Lange&#x2019;s Handbook of Chemistry, McGraw-Hill, Inc. (1992). ",
189,2523,Dearden and Schüürmann (2003),"Dearden, J. C. &#x0026; Schüürmann, G.: <span class='"cmti-10'">Quantitative structure-property relationships</span> <span class='"cmti-10'">for predicting Henry&#x2019;s law constant from molecular structure</span>, Environ. Toxicol. Chem., 22, 1755–1770, <a href='"https://doi.org/10.1897/01-605'" >doi:10.1897/01-605</a> (2003). ",
190,1935,Delgado and Alderete (2002),"Delgado, E. J. &#x0026; Alderete, J.: <span class='"cmti-10'">On the</span> <span class='"cmti-10'">calculation of Henry&#x2019;s law constants of chlorinated benzenes in water from</span> <span class='"cmti-10'">semiempirical quantum chemical methods</span>, J. Chem. Inf. Comput. Sci., 42, 559–563, <a href='"https://doi.org/10.1021/CI0101206'" >doi:10.1021/CI0101206</a> (2002). ",
191,1931,Delgado and Alderete (2003),"Delgado, E. J. &#x0026; Alderete, J. B.: <span class='"cmti-10'">Prediction</span> <span class='"cmti-10'">of Henry&#x2019;s law constants of triazine derived herbicides from quantum</span> <span class='"cmti-10'">chemical continuum solvation models</span>, J. Chem. Inf. Comput. Sci., 43, 1226–1230, <a href='"https://doi.org/10.1021/CI0256485'" >doi:10.1021/CI0256485</a> (2003). ",
192,2220,Della Gatta et&nbsp;al. (1981),"Della Gatta, G., Stradella, L., &#x0026; Venturello, P.: <span class='"cmti-10'">Enthalpies of solvation in</span> <span class='"cmti-10'">cyclohexane and in water for homologous aliphatic ketones and esters</span>, J. Solution Chem., 10, 209–220, <a href='"https://doi.org/10.1007/BF00653098'" >doi:10.1007/BF00653098</a> (1981). ",
193,529,Deno and Berkheimer (1960),"Deno, N. C. &#x0026; Berkheimer, H. E.: <span class='"cmti-10'">Activity</span> <span class='"cmti-10'">coefficients as a functon of structure and media</span>, J. Chem. Eng. Data, 5, 1–5, <a href='"https://doi.org/10.1021/JE60005A001'" >doi:10.1021/JE60005A001</a> (1960). ",
194,2497,Destaillats and Charles (2002),"Destaillats, H. &#x0026; Charles, M. J.: <span class='"cmti-10'">Henry&#x2019;s</span> <span class='"cmti-10'">law constants of carbonyl-pentafluorobenzyl hydroxylamine (PFBHA)</span> <span class='"cmti-10'">derivatives in aqueous solution</span>, J. Chem. Eng. Data, 47, 1481–1487, <a href='"https://doi.org/10.1021/JE025545I'" >doi:10.1021/JE025545I</a> (2002). ",
195,584,Dewulf et&nbsp;al. (1995),"Dewulf, J., Drijvers, D., &#x0026; van Langenhove, H.: <span class='"cmti-10'">Measurement of Henry&#x2019;s law constant</span> <span class='"cmti-10'">as function of temperature and salinity for the low temperature range</span>, Atmos. Environ., 29, 323–331, <a href='"https://doi.org/10.1016/1352-2310(94)00256-K'" >doi:10.1016/1352-2310(94)00256-K</a> (1995). ",
196,1107,Dewulf et&nbsp;al. (1999),"Dewulf, J., van Langenhove, H., &#x0026; Everaert, P.: <span class='"cmti-10'">Determination of Henry&#x2019;s law coefficients</span> <span class='"cmti-10'">by combination of the equilibrium partitioning in closed systems and</span> <span class='"cmti-10'">solid-phase microextraction techniques</span>, J. Chromatogr. A, 830, 353–363, <a href='"https://doi.org/10.1016/S0021-9673(98)00877-2'" >doi:10.1016/S0021-9673(98)00877-2</a> (1999). ",
197,3118,Diaz et&nbsp;al. (2005),"Diaz, A., Ventura, F., &#x0026; Galceran, M. T.: <span class='"cmti-10'">Determination of odorous</span> <span class='"cmti-10'">mixed chloro-bromoanisoles in water by solid-phase micro-extraction and</span> <span class='"cmti-10'">gas chromatography-mass detection</span>, J. Chromatogr. A, 1064, 97–106, <a href='"https://doi.org/10.1016/J.CHROMA.2004.12.027'" >doi:10.1016/J.CHROMA.2004.12.027</a> (2005). ",
198,545,Dilling (1977),"Dilling, W. L.: <span class='"cmti-10'">Interphase transfer processes. II. Evaporation</span> <span class='"cmti-10'">rates of chloro methanes, ethanes, ethylenes, propanes, and propylenes</span> <span class='"cmti-10'">from dilute aqueous solutions. Comparisons with theoretical predictions</span>, Environ. Sci. Technol., 11, 405–409, <a href='"https://doi.org/10.1021/ES60127A009'" >doi:10.1021/ES60127A009</a> (1977). ",
199,1916,Dilling et&nbsp;al. (1975),"Dilling, W. L., Tefertiller, N. B., &#x0026; Kallos, G. J.: <span class='"cmti-10'">Evaporation rates and reactivities of</span> <span class='"cmti-10'">methylene chloride, chloroform, 1,1,1-trichloroethane, trichloroethylene,</span> <span class='"cmti-10'">tetrachloroethylene, and other chlorinated compounds in dilute aqueous</span> <span class='"cmti-10'">solutions</span>, Environ. Sci. Technol., 9, 833–838, <a href='"https://doi.org/10.1021/ES60107A008'" >doi:10.1021/ES60107A008</a> (1975). ",
200,1018,Disselkamp et&nbsp;al. (1999),"Disselkamp, R. S., Chapman, E. G., Barchet, W. R., Colson, S. D., &#x0026; Howd, C. D.: BrCl <span class='"cmti-10'">production in</span> NaBr<span class='"cmti-10'">/</span>NaCl<span class='"cmti-10'">/</span>HNO<sub><span class='"cmr-7'">3</span></sub><span class='"cmti-10'">/</span>O<sub><span class='"cmr-7'">3</span></sub> <span class='"cmti-10'">solutions</span> <span class='"cmti-10'">representative of sea-salt aerosols in the marine boundary layer</span>, Geophys. Res. Lett., 26, 2183–2186, <a href='"https://doi.org/10.1029/1999GL900251'" >doi:10.1029/1999GL900251</a> (1999). ",
201,2936,Dohányosová et&nbsp;al. (2004),"Dohányosová, P., Sarraute, S., Dohnal, V., Majer, V., &#x0026; Costa Gomes, M.: <span class='"cmti-10'">Aqueous solubility and related thermodynamic functions of nonaromatic</span> <span class='"cmti-10'">hydrocarbons as a function of molecular structure</span>, Ind. Eng. Chem. Res., 43, 2805–2815, <a href='"https://doi.org/10.1021/IE030800T'" >doi:10.1021/IE030800T</a> (2004). ",
202,1907,Dohnal and Fenclová (1995),"Dohnal, V. &#x0026; Fenclová, D.: <span class='"cmti-10'">Air-water partitioning and aqueous solubility of phenols</span>, J. Chem. Eng. Data, 40, 478–483, <a href='"https://doi.org/10.1021/JE00018A027'" >doi:10.1021/JE00018A027</a> (1995). ",
203,2938,Dohnal and Hovorka (1999),"Dohnal, V. &#x0026; Hovorka, Š.: <span class='"cmti-10'">Exponential saturator:</span> <span class='"cmti-10'">a novel gas-liquid partitioning technique for measurement of large</span> <span class='"cmti-10'">limiting activity coefficients</span>, Ind. Eng. Chem. Res., 38, 2036–2043, <a href='"https://doi.org/10.1021/IE980743H'" >doi:10.1021/IE980743H</a> (1999). ",
204,3065,Dohnal et&nbsp;al. (2006),"Dohnal, V., Fenclová, D., &#x0026; Vrbka, P.: <span class='"cmti-10'">Temperature dependences of limiting activity coefficients,</span> <span class='"cmti-10'">Henry&#x2019;s law constants, and derivative infinite dilution properties of</span> <span class='"cmti-10'">lower (</span>C<sub><span class='"cmr-7'">1</span></sub><span class='"cmti-10'">-</span>C<sub><span class='"cmr-7'">5</span></sub><span class='"cmti-10'">) 1-alkanols in water. critical compilation, correlation,</span> <span class='"cmti-10'">and recommended data</span>, J. Phys. Chem. Ref. Data, 35, 1621–1651, <a href='"https://doi.org/10.1063/1.2203355'" >doi:10.1063/1.2203355</a> (2006). ",
205,1337,Donahue and Prinn (1993),"Donahue, N. M. &#x0026; Prinn, R. G.: <span class='"cmti-10'">In situ</span> <span class='"cmti-10'">nonmethane hydrocarbon measurements on SAGA 3</span>, J. Geophys. Res., 98, 16 915–16 932, <a href='"https://doi.org/10.1029/93JD01780'" >doi:10.1029/93JD01780</a> (1993). ",
206,485,Dong and Dasgupta (1986),"Dong, S. &#x0026; Dasgupta, P. G.: <span class='"cmti-10'">Solubility of gaseous formaldehyde in liquid</span> <span class='"cmti-10'">water and generation of trace standard gaseous formaldehyde</span>, Environ. Sci. Technol., 20, 637–640, <a href='"https://doi.org/10.1021/ES00148A016'" >doi:10.1021/ES00148A016</a> (1986). ",
207,1911,Douglas (1967),"Douglas, E.: <span class='"cmti-10'">Carbon monoxide solubilities in sea water</span>, J. Phys. Chem., 71, 1931–1933, <a href='"https://doi.org/10.1021/J100865A064'" >doi:10.1021/J100865A064</a> (1967). ",
227,3112,Falabella et&nbsp;al. (2006),"Falabella, J. B., Nair, A., &#x0026; Teja, A. S.: <span class='"cmti-10'">Henry&#x2019;s constants of 1-alkanols and 2-ketones in salt</span> <span class='"cmti-10'">solutions</span>, J. Chem. Eng. Data, 51, 1940–1945, <a href='"https://doi.org/10.1021/JE0600956'" >doi:10.1021/JE0600956</a> (2006). ",
208,982,Drouillard et&nbsp;al. (1998),"Drouillard, K. G., Tomy, G. T., Muir, D. C. G., &#x0026; Friesen, K. J.: <span class='"cmti-10'">Volatility of chlorinated </span><span class='"cmmi-10'">n</span><span class='"cmti-10'">-alkanes (</span>C<sub><span class='"cmr-7'">10</span></sub><span class='"cmti-10'">-</span>C<sub><span class='"cmr-7'">12</span></sub><span class='"cmti-10'">): Vapor pressures and</span> <span class='"cmti-10'">Henry&#x2019;s law constants</span>, Environ. Toxicol. Chem., 17, 1252–1260, <a href='"https://doi.org/10.1002/etc.5620170709'" >doi:10.1002/etc.5620170709</a> (1998). ",
